Ticker,1w,1m,3m,6m,1y,Price,Value,Exchange
ENR,-2.35568050507855,-9.760767382002989,-21.787361366721136,-6.2624242505539325,,31.049999237060547,24902099.38812256,NYSE
GP,-16.955810656936077,-36.575001478195205,-47.67993562255896,-43.53438777439611,,0.5180000066757202,26262.600338459015,NASDAQ
DSU,-0.2436722814637471,-1.0044642104798829,-1.9166973045817493,-1.9347709266227864,,10.619999885559082,1482551.9840240479,NYSE
TD,-0.7539949017972725,3.635793519646624,5.301334635416666,-0.3231001861963123,,59.54999923706055,82208773.94676208,NYSE
JXG,-6.372550728763193,-14.922050665275455,82.48407407543799,28.044691523051334,,2.3299999237060547,32852.99892425537,NASDAQ
FRST,-4.019717370279041,-8.180664142033223,-18.91718630179675,-15.647391024553237,,10.100000381469727,624180.0235748291,NASDAQ
MITK,-5.989261808416235,-10.97203158372423,-2.2336769196351858,-0.2629270095614755,,9.100000381469727,3746470.1570510864,NASDAQ
CCS,-1.3101285109742067,-8.203450736894979,-22.5372945664825,-28.546420262188587,,71.7699966430664,18839624.11880493,NYSE
QFIN,0.029392848266063254,0.5169354286047589,11.070609439069967,58.71424062318109,,40.52000045776367,52274852.59056091,NASDAQ
ASYS,-2.1184776641826164,-2.3483362041231914,-12.394660508680778,-21.218819544240354,,5.070000171661377,166803.0056476593,NASDAQ
OLO,-2.2241978879875224,-10.2368617535207,-8.54368906355134,26.46720387392967,,6.449999809265137,12042149.64389801,NYSE
MNOV,-6.603770176576651,-19.26605258206351,-26.93726699065053,4.210530195870277,,1.590000033378601,3657.0000767707825,NASDAQ
RYAN,0.9176718897451641,3.169581099946006,-6.753863031451123,8.260617430104467,,69.22000122070312,52842548.931884766,NYSE
BUI,-1.157446171707044,-3.552029433584536,-5.9757946913156275,-4.023677632290445,,22.489999771118164,1178475.9880065918,NYSE
CLRO,54.98008207488374,45.14925503424052,58.13008260585883,37.94326436758868,,0.7400000095367432,122766.00158214569,NASDAQ
KVYO,-6.811083078842128,-20.52842726003523,0.7287169506851043,21.566219878717096,,34.08000183105469,85581700.59814453,NYSE
BSRR,-4.011857828192311,-5.395404069986243,-7.297366839568209,-2.056867220458025,,28.559999465942383,756839.9858474731,NASDAQ
CPRT,-3.227074115197315,-6.890623659648676,-14.024002507410117,2.130950267362608,,53.7400016784668,282774514.83192444,NASDAQ
CHEF,-4.338051635112539,10.343692532754156,35.29938445830598,42.37711426123116,,56.68000030517578,52066248.28033447,NASDAQ
DLB,0.5425155763371103,-3.4033037581533754,3.1792405124600576,15.707540702658228,,83.3499984741211,54327529.00543213,NYSE
MYGN,-11.924577142961844,-18.59004411937828,-36.48946532163857,-62.266209597029885,,10.180000305175781,8343528.25012207,NASDAQ
AIMBU,0.45378229650232527,-3.75201432987049,2.433590597133839,3.7493471734250106,,11.989999771118164,4795.999908447266,NASDAQ
VSAT,4.278561883456833,-1.5893425416982243,-3.333333132136218,-41.21118694484704,,9.729999542236328,29786447.59864807,NASDAQ
LNW,0.15009013323521447,22.475620071876822,9.618661564465025,-1.5183373606151185,,105.0999984741211,83586028.7864685,NASDAQ
AVAH,-7.225229746513195,-16.940580443644237,-30.35335520909469,-27.77574091565804,,3.8499999046325684,482789.9880409241,NASDAQ
SPKL,0.14533449527482922,0.5763465715247884,1.8533251444210253,2.8079579561693935,,10.758000373840332,62396.402168273926,NASDAQ
CTSH,-0.601149735215456,0.7029195597611171,3.7782196513482136,8.412161381972494,,83.2300033569336,478281214.2906189,NASDAQ
BYND,-8.295194771747905,-17.92114697965839,-35.93125628254862,-47.30440439691518,,3.359999895095825,8039135.749006271,NASDAQ
DOLE,2.3693390424243344,8.573540490283316,-2.8952929276085504,-8.66699848018091,,14.859999656677246,6082197.859477997,NYSE
SWTX,-7.169263843199825,34.835481917963506,22.63346938143307,24.802649550928212,,49.54999923706055,124053378.08990479,NASDAQ
BWG,0.5680513228027317,2.2131346209810054,0.68720823949322,-2.1643993569999576,,8.449999809265137,417429.99057769775,NYSE
OPXS,-3.942653035672783,-14.4550859556405,-35.768088999039016,-28.623969383147607,,5.739999771118164,369081.98528289795,NASDAQ
SII,-0.5357565887276428,-2.4936057304084214,-2.635898764809075,5.593749171625451,,44.66999816894531,16331351.330566406,NYSE
NOTE,-10.82802638450816,-11.25197979993846,21.554158984336837,-11.811021922119346,,1.1100000143051147,2693526.0347127914,NYSE
ENLT,-2.862792066787967,2.5052215221023966,1.8796544730759202,1.7430548876309127,,16.610000610351562,260777.00958251953,NASDAQ
ELPW,-20.955963009455015,-33.9619145823012,-49.04422122244758,-93.5685991552822,,0.7409999966621399,45867.89979338646,NASDAQ
FG,-0.5381246942473217,-7.954646184201941,-13.878602547694708,-4.949719963313459,,40.86000061035156,2835684.0423583984,NYSE
MODG,-6.951549628208353,-22.583875733610203,-26.0287099766514,-40.251207582040685,,6.309999942779541,32385443.706321716,NYSE
LPLA,-6.345812015700747,-6.03778013140791,5.28115947721477,54.566801002963004,,333.8999938964844,318507204.17785645,NASDAQ
MDAI,-13.93258441414078,-18.941799704022877,-17.009752417549496,5.947440475982413,,1.440000057220459,197856.00786209106,NASDAQ
FTAI,-15.461458501380388,3.856081596264893,-32.935310946386245,-8.364183998160424,,104.22000122070312,290930133.4075928,NASDAQ
SELF,0.15545669416161534,-0.15498039046442091,0.4286795730713111,-1.0368663067058859,,5.139999866485596,121303.99684906006,NASDAQ
OKE,-5.126571244472156,-5.69240098121867,-17.63499056828871,1.6399587473927557,,89.56999969482422,365087318.7561035,NYSE
FLO,-1.2497399980578083,-3.726834706551463,-17.16878224090412,-18.722448011518544,,19.399999618530273,53103618.95580292,NYSE
STRR,0.3600356559165574,5.587122687356705,-23.786739520517585,-46.31680380536706,,2.259999990463257,6779.9999713897705,NASDAQ
CELH,-5.111565013913044,8.559271085092979,-8.442976019959136,-28.805120894055847,,27.389999389648438,214518475.21972656,NASDAQ
GBAB,-0.03800802384096302,0.471157375292508,-0.5796371473500539,-11.56691299512207,,15.720000267028809,1377072.0233917236,NYSE
ETD,-3.048311955128613,-10.048003050174092,-9.913597218624004,-10.949139039456924,,27.8799991607666,7742275.766944885,NYSE
IRMD,-3.3045460453053566,-12.729133509970813,-1.3091306927091817,12.889858283489875,,52.209999084472656,1592404.972076416,NASDAQ
QMCO,-9.271107762475939,-46.497928837059256,-26.557169431960737,275.51679614222724,,11.760000228881836,2825928.055000305,NASDAQ
GASS,-5.4306458080620175,-3.392223004781858,-0.07309760358302775,-6.401915223575838,,5.570000171661377,618270.0190544128,NASDAQ
BAM,-8.534961643753281,-11.173165742483238,-8.981785719172796,27.869014600796472,,48.61000061035156,249179724.12872314,NYSE
GEGGL,-0.22666613260904356,0.10283783269382507,-1.030791268169795,4.73974560230237,,23.98900032043457,0.0,NASDAQ
GSIT,-11.486486845681753,-10.762942385435082,-16.77255465886035,-0.7575786310778598,,2.559999942779541,648191.9855117798,NASDAQ
QTWO,-7.112434586735472,-16.125167349962243,-24.982142940368558,8.65753586159137,,75.9000015258789,98844571.9871521,NYSE
LEG,-7.564458060195967,-17.261108809838998,-31.0553082297516,-30.54755029147148,,8.619999885559082,23396403.68938446,NYSE
AXON,-0.3038876629381737,-20.93796464643063,-18.80670825324815,45.26676257131916,,526.4000244140625,672633951.1962891,NASDAQ
IIPR,-1.3125332573564297,-1.3856483355558558,-34.08044427674016,-41.63594591972352,,73.2300033569336,18878694.86541748,NYSE
RENEW,0.507338232206811,4.404688099229692,-5.702369955965314,-12.170459870055272,,120.30000305175781,0.0,NASDAQ
AESI,-10.09360815998982,-22.80946706759367,-25.112295373248106,-14.379843154583094,,17.700000762939453,22245360.958862305,NYSE
IBG,-14.192888089630372,-31.89468179832905,-57.66829754309188,,,0.5019999742507935,13804.99929189682,NASDAQ
BRID,0.26928137660455764,0.929331146018697,12.446075281479473,-16.69862547460078,,10.279999732971191,5139.999866485596,NASDAQ
GWAV,-0.1510577078304487,-32.55102085346036,-31.288982335587523,-40.95578377559167,,0.26499998569488525,460940.9751176834,NASDAQ
BTE,-10.748899020803327,-16.69408055493178,-28.51093745683184,-41.51270256889825,,2.0299999713897705,117550802.34327316,NYSE
SNPS,-3.340429815909718,-14.902127435912437,-20.133747163757644,-10.858051599096186,,450.8800048828125,504624901.46484375,NASDAQ
NWFL,-0.9676173875598604,-3.291931431259709,-16.90021050899394,-3.218181383139762,,25.399999618530273,253999.99618530273,NASDAQ
BLD,-1.155055952556272,-10.924122088176025,-22.614050820326604,-21.24089679593296,,308.05999755859375,118171815.06347656,NYSE
GH,-2.976641081838305,-14.582461078320518,15.869147360429746,61.39145321648747,,39.31999969482422,91010071.29364014,NASDAQ
RNST,-2.787631696007775,-9.773161786744478,-6.771194171377692,1.592723379898664,,34.65999984741211,14844877.934646606,NYSE
SRL,-2.7560054294089253,0.733368808452739,3.6657685633702197,-5.596466976148107,,7.670000076293945,29146.000289916992,NYSE
MPV,-2.5536624164667288,-4.900070752852271,-5.672320108032358,-1.7537323063763433,,15.40999984741211,778204.9922943115,NYSE
BTSG,-7.148031187863058,-24.227588202557527,-5.6647393791949945,41.48801633969998,,17.479999542236328,44670138.83018494,NASDAQ
IDYA,-8.56151284892256,-21.671623467955836,-29.8728208605606,-51.32916044946319,,18.459999084472656,15327337.239837646,NASDAQ
HPP,-1.08004981160994,-0.3201036513316713,-17.2248794366913,-39.48698048309034,,3.1500000953674316,10944675.331354141,NYSE
BFZ,-0.7028618390993779,-0.01769325690169632,-2.7701301786775767,-4.608373501872887,,11.210000038146973,363204.0012359619,NYSE
FMC,2.185066032849581,-24.859943367535653,-35.0724447517142,-39.79426510214612,,41.290000915527344,149655608.31832886,NYSE
NOEM,0.06091316221374932,-0.2631029369926541,,,,9.869999885559082,2135867.9752349854,NASDAQ
IMAB,-3.1977354228229893,-10.209842992990314,-7.7720195092611855,-19.384055087650687,,0.8569999933242798,110381.59914016724,NASDAQ
ARES,-4.887940361856402,-17.973471837732113,-8.786134467736451,11.582871046782394,,154.9600067138672,519751358.51898193,NYSE
RAY,-12.920187141794981,-23.858786401700772,-31.40532377763877,-48.07390690419102,,0.8690000176429749,17988.30036520958,NASDAQ
SB,-1.2605054907084523,4.386451761639942,-2.388368669005614,-24.071083285424944,,3.799999952316284,1300739.983677864,NYSE
CCG,10.732984647195543,45.82854271219381,43.91018038401291,57.60059297886306,,1.1649999618530273,472873.4845161438,NASDAQ
GNTA,-1.484897263567575,0.41753489002662736,-25.371398826145697,-4.752475481245543,,3.799999952316284,23179.999709129333,NASDAQ
WETH,-3.9811075961799336,-3.263088024931937,-17.650463852446286,-14.89234574275401,,1.4600000381469727,61028.00159454346,NASDAQ
HMR,-40.09332281804123,,,,,1.5099999904632568,730688.99538517,NASDAQ
OKTA,19.124323113586005,13.181702961230112,36.11612707824732,31.855789491542595,,112.44000244140625,505552738.9770508,NASDAQ
CYH,-14.553724610522444,-8.073395474692912,-13.07114055930626,-44.722323636101024,,2.940000057220459,8066478.156995773,NYSE
TKR,-4.6081592118265124,-4.143440203609927,-1.198398457114691,-7.221157108579823,,77.05999755859375,39023182.763671875,NYSE
FGL,-0.9735751306676366,-13.170732154085963,-54.93670937457617,,,1.4199999570846558,91163.9972448349,NASDAQ
TEM,-15.783207021495272,-17.082857820934873,-16.131263221861403,-9.798296692315855,,49.099998474121094,458171725.7614136,NASDAQ
BNTX,-1.4334645053545647,-8.013376823960773,-5.902377681108273,25.97270197613153,,108.77999877929688,148408552.33459473,NASDAQ
KLAC,-2.7619378104883685,-5.898347690032891,8.234357650627167,-10.153891493402522,,711.2899780273438,773954625.0915527,NASDAQ
WCT,4.565699850125515,40.99099053410213,55.80751851136292,,,2.799999952316284,41051639.30089474,NASDAQ
MTDR,-12.513314395014973,-21.093266415342406,-22.507917290204826,-17.141106573391873,,45.27000045776367,91350333.92372131,NYSE
DBD,-0.9545653977934276,0.6857948238892186,-7.440920699777475,-0.6947934112263132,,43.72999954223633,5693645.94039917,NYSE
TNL,-2.8689105657754843,-1.2849442208836326,-2.221018953165632,23.751938704009447,,53.619998931884766,39223029.218673706,NYSE
MNDO,-0.4916416235334897,-2.6923052234761657,1.504512101488542,8.3511761176978,,2.009999990463257,63314.99969959259,NASDAQ
NMZ,-0.01782254311714082,0.08920470453237517,-1.9744907536668244,-2.2818331703509886,,11.180000305175781,2531152.069091797,NYSE
DPG,-1.8267138448034514,-0.5095111925132012,-5.302296563664499,5.1705549754369695,,11.619999885559082,679769.9933052063,NYSE
FE,-6.041405425686264,-2.724223734236497,-7.693403693386136,-11.768713601639591,,38.560001373291016,347016876.35879517,NYSE
PTHL,3.5915141899281355,-30.69966962108992,-53.29626260203424,-44.449735276533076,,2.299999952316284,17479.99963760376,NASDAQ
PWOD,-2.01135747425385,-4.599570391779784,-8.235291772603793,31.010455995721454,,28.6200008392334,532332.0156097412,NASDAQ
LPX,-4.383723710795939,-18.99201610116371,-19.111796771434932,-0.8272543402137345,,92.83000183105469,58742825.158691406,NYSE
OBLG,-0.5643335466766985,-14.466017429717814,0.7432825292740697,-0.3393648469656174,,3.5299999713897705,36711.99970245361,NASDAQ
BOLD,-10.241593281264173,-26.652359437309237,-35.99250858472072,-51.003438736903185,,1.690000057220459,165113.00559043884,NASDAQ
INGM,-9.632492871093756,-14.771186938062552,-12.227266665700077,,,19.56999969482422,9675407.849121094,NYSE
INSM,-3.8538233205690275,-3.1129209945742087,2.5271145133785256,0.8124056470885099,,74.88999938964844,113555706.07452393,NASDAQ
HOLO,-5.545454675501061,-31.5546786770992,-47.41902775267103,-85.99730474546793,,1.0499999523162842,15052064.316439629,NASDAQ
BW,-4.419893917786377,-24.563955644164714,-46.32885252280944,-11.130138555690872,,1.090000033378601,1069617.0327544212,NYSE
RNGR,-9.568299878256802,-8.748059502084793,-8.332334039059198,23.18350505693998,,14.579999923706055,1737935.9909057617,NYSE
VRAX,-15.826494835910943,-15.230223819310817,-27.254305336490205,-68.91774850043487,,1.399999976158142,129919.99778747559,NASDAQ
GRVY,-3.5887224191157197,-10.352536083611986,-15.571999333793185,-9.822691077036872,,56.5,723200.0,NASDAQ
INVE,-5.7174256943063,-1.7754864954309557,-13.645517694074073,2.8177459636042235,,3.4200000762939453,505134.0112686157,NASDAQ
BROG,-5.446411853649458,12.121216705132355,-10.574017038825046,12.333965157636184,,1.2200000286102295,9760.000228881836,NASDAQ
DH,-40.10371661596375,-44.33735003208118,-40.9710384782412,-39.29040761535888,,2.8499999046325684,4649774.844408035,NASDAQ
CHCI,-5.879134833027266,-17.2993737439345,-18.3973421471713,-5.309489289037106,,7.099999904632568,13489.99981880188,NASDAQ
BHRB,-1.6963851499748994,-4.6525386715383865,-11.831827500886815,-6.8442672968212825,,60.290000915527344,4600127.069854736,NASDAQ
BATRK,1.0923414657531438,0.842454811482507,-0.7891230105910862,-6.66729039763152,,39.939998626708984,11259085.612869263,NASDAQ
SPR,-1.5760927885076104,-2.0392740071503157,3.8111062039726917,-1.913903990304311,,33.16999816894531,45432946.492004395,NYSE
TPTA,1.1327197853474358,3.8116079822196003,-2.9157726796421257,-3.8873845351692027,,17.297000885009766,0.0,NYSE
JILL,-10.198841172725803,-18.41788314935564,-21.592882256142875,-31.684103050589396,,21.510000228881836,2473650.026321411,NYSE
TBLD,1.5914033213902057,3.7552060668436527,5.73427184982227,3.3851713457892396,,17.610000610351562,1838484.0637207031,NASDAQ
TTGT,-3.1936395153494224,-17.65245441264135,-53.05188985312493,-45.98090061190481,,14.510000228881836,3187847.0502853394,NASDAQ
AIZN,-1.9377153651650492,-4.3214040117096175,-8.199907928284189,-10.441965341827864,,19.3700008392334,306046.0132598877,NYSE
WAY,-2.748576506989764,0.6096650210919874,34.8323388935266,54.36653166212309,,37.41999816894531,204825843.97735596,NASDAQ
BCAB,-3.0588227374330867,-30.169490986053916,-79.77914102173771,-81.66852057665047,,0.3449999988079071,165013.49942982197,NASDAQ
NGG,-1.8741165606077526,-1.4305090095615647,-3.4599468799284216,-8.29753432832141,,60.83000183105469,24344166.732788086,NYSE
PCYO,-2.381369331750649,-4.457301398948365,-22.03248771076841,8.103944369450833,,10.970000267028809,330197.00803756714,NASDAQ
GVH,-2.4424467536159344,-3.445400223910755,0.0,-1.7251128189834541,,0.6800000071525574,5032.000052928925,NASDAQ
DAR,-11.461607359408276,-9.08295146355087,-16.6532908614044,-18.764054853534663,,32.18000030517578,61177398.58016968,NYSE
QSR,3.6276190663789842,7.601095530405244,-4.463008077261832,-3.1356069467035286,,69.56999969482422,212717231.06689453,NYSE
TVTX,-8.585038989786742,-7.785464045065648,0.4397005758128181,101.93643458611197,,18.09000015258789,33309117.280960083,NASDAQ
MX,-10.559529789212906,-2.521782012793228,-1.5284872543350092,-9.531915948746061,,4.119999885559082,648899.9819755554,NYSE
LNG,-0.8429246710654148,-4.2039894677329155,-1.7388805597235546,19.48057557812519,,220.1999969482422,605351811.6104126,NYSE
LXEO,-18.957493421962614,-53.03847547770175,-66.64112329731526,-77.15185448277984,,2.700000047683716,794340.0140285492,NASDAQ
SMWB,-3.4093288697943813,-45.4652807921092,-25.504114337781868,-0.3237675869592782,,9.079999923706055,6113563.948631287,NYSE
PHD,-0.8094612727759687,-1.1786574549141893,-2.885590574108643,-3.121832423398918,,9.539999961853027,569537.9977226257,NYSE
CODI,-1.6665056845548865,-2.7346363205047797,-13.535490102086767,-5.725894833290546,,19.860000610351562,8126712.249755859,NYSE
SBSI,-1.2593959339013971,-5.04723926068743,-14.584758378022533,-11.797620939250454,,29.639999389648438,2140007.955932617,NYSE
HVII,-0.11190490188601743,-0.010183532782692684,,,,9.819999694824219,10801.99966430664,NASDAQ
FMN,-1.1180109254689041,0.21582712711776253,-1.5199694311816558,-6.4786804566246525,,11.020000457763672,856254.0355682373,NYSE
MOGU,-0.3606828110371829,-11.016265050652818,0.9593445238236242,7.406688141642137,,1.9700000286102295,105789.00153636932,NYSE
JMIA,-4.960628926432486,-40.18830530658786,-37.97533325796072,-48.1306395292021,,2.4200000762939453,4117872.1298217773,NYSE
UPB,5.794155566287396,-16.051624953111965,-60.618673280685144,,,8.9399995803833,3017249.858379364,NASDAQ
IIM,-0.3542091685244997,2.0276961737630605,-1.777493960907639,-2.856693915765929,,12.3100004196167,1180529.0402412415,NYSE
DEC,-13.026315457419502,-27.724455811551174,-26.799556552593273,-1.2450183419244754,,11.279999732971191,11560871.726322174,NYSE
EHAB,1.8680286857465367,-1.6397234116530157,8.138039678844343,2.9166691648025322,,8.529999732971191,4162639.8696899414,NYSE
VNO,-1.8670252129720954,-7.120029043188292,-8.504629135131836,16.540867661203862,,39.75,52171875.0,NYSE
SUN,-0.7794697239222992,-0.9434604521226575,3.1887826362104743,7.479639947647754,,56.810001373291016,22775129.55055237,NYSE
TLN,-11.044965560814358,-18.24359586511012,-12.076380211351289,29.390759739561332,,176.24000549316406,293263369.140625,NASDAQ
SKT,-2.1269427008949404,4.374438053195484,-5.8358591006272835,14.396578308151309,,33.66999816894531,21666643.82171631,NYSE
XYLO,11.791727513200435,-5.623788282903752,18.87314629167487,25.558995339478543,,5.0,30500.0,NASDAQ
OAKUR,1.0915194413798623,85.23077543811708,25.416667125860435,0.6688926708267262,,0.19099999964237213,70268.8998684287,NASDAQ
AMR,-10.65018515028575,-27.971820693758186,-45.96977683434286,-42.07668727209859,,132.7899932861328,35242464.21813965,NYSE
BKYI,4.790419361149567,-19.724771637201222,5.210420640608282,-17.840376935663127,,1.059999942779541,53105.997133255005,NASDAQ
CMPR,-8.218171260794682,-29.20033925746376,-44.436216813682336,-54.187521007769355,,45.93000030517578,15313062.101745605,NASDAQ
HBIO,-7.53424756334714,-52.127659679400566,-63.28195942630309,-71.57894817855987,,0.8199999928474426,97907.99914598465,NASDAQ
FFIV,-4.508983045333825,-6.589715802855112,11.370567868148584,39.49484436312052,,275.6300048828125,150962553.6743164,NASDAQ
ABG,-5.166207139607626,-13.690539194496786,-2.0107320518977345,7.206612336764939,,254.83999633789062,34225011.50817871,NYSE
MRK,2.7785731527724122,-2.1800511913432796,-8.114535137489309,-20.171080076011272,,94.6500015258789,2280904131.7710876,NYSE
IMRX,-10.191845484176243,-22.141373045639924,-28.32535745219832,27.815699509429372,,1.5199999809265137,274511.99655532837,NASDAQ
CECO,0.34499759905011196,-14.098868577859225,-23.96838072460279,-12.070827338174928,,24.239999771118164,4704983.955574036,NASDAQ
LCUT,-1.7288822361935074,-15.04755535518173,-16.130115331748897,-28.827547390238607,,5.179999828338623,92203.99694442749,NASDAQ
TBLA,-10.137674345823722,-25.169360123663576,-21.998914852268015,-15.777127877783915,,2.8399999141693115,7559227.7715444565,NASDAQ
BY,-2.9846568266222673,-6.09157722060103,-12.367266933507093,0.4153003240978004,,27.049999237060547,2207279.9377441406,NYSE
RBC,-1.444100437003648,-0.6862254636013088,4.3282101099340275,20.559131888847748,,353.010009765625,36077622.998046875,NYSE
KAR,0.018624134348965704,5.231703897867934,7.088732424605015,25.055304005925173,,21.31999969482422,30436431.564331055,NYSE
EBMT,-1.8100547110712961,14.905857331019723,0.837635737729947,17.628162545421766,,17.329999923706055,512967.9977416992,NASDAQ
SBXD,0.08869443761532203,0.5942894633462537,1.1755313884166174,,,10.170000076293945,73224.0005493164,NYSE
LEE,-7.8305517016149295,-34.904805492518456,-47.45700689844197,-1.3058433929586166,,8.859999656677246,196691.99237823486,NASDAQ
AER,-1.6710353631529618,5.281684197442882,1.669129764182764,6.135554749902017,,99.86000061035156,247213417.51098633,NYSE
WHF,-3.812793008419557,1.719854010014532,1.1977188400607908,-10.09964455055501,,10.039999961853027,1963823.9925384521,NASDAQ
WLY,3.294031445627965,-1.9971194731872033,-20.980102855367544,-14.208869316057093,,46.16999816894531,38459377.6247406,NYSE
COLL,-0.11819514453459412,-8.769923024122072,-6.949931721390856,-24.31777469266888,,28.90999984741211,11049401.941680908,NASDAQ
RMR,1.296846145888586,-1.8423850364903793,-16.474854404571747,-26.84920628865559,,18.809999465942383,3028409.9140167236,NASDAQ
GLP,-5.254043013688303,-3.547000003940848,-1.5617129141175412,26.525137004285625,,53.47999954223633,4010999.9656677246,NYSE
BARK,-5.83430707291801,-15.052632281654766,-24.579440212341375,-5.724299215095963,,1.5499999523162842,2365764.9272203445,NYSE
